"mora","atraso","vivienda","edad","dias_lab","exp_sf","nivel_ahorro","ingreso","linea_sf","deuda_sf","score","zona","clasif_sbs","nivel_educ","exp_sf_clean","linea_sf_clean","deuda_sf_clean","nivel_educ_clean","vivienda_clean","zona_clean","exp_sf_outlier","linea_sf_outlier","deuda_sf_outlier"
0,0,"FAMILIAR",47,4281,0,12,1280,10088,1630.56,160,"Lima",1,"TECNICA",0,10088,0,"Media o menos","No Propia","Lima",FALSE,FALSE,FALSE
1,2,"FAMILIAR",28,4144,11,12,1200,3717.61,2523.49,175,"Callao",0,"TECNICA",11,3717.61,2523.49,"Media o menos","No Propia","OTRAS",FALSE,FALSE,FALSE
1,0,"FAMILIAR",23,3443,7,9,2100,800,3589.46,214,"Lima",0,"UNIVERSITARIA",7,800,3589.46,"Alta","No Propia","Lima",FALSE,FALSE,FALSE
1,0,"FAMILIAR",37,4660,12,12,2200,1201.47,668,197,"Ancash",0,"UNIVERSITARIA",12,1201.47,668,"Alta","No Propia","OTRAS",FALSE,FALSE,FALSE
0,0,"PROPIA",44,10839,106,12,14900,76550,5268.28,204,"Lima",0,"UNIVERSITARIA",106,76550,0,"Alta","Propia","Lima",TRUE,TRUE,FALSE
0,0,"FAMILIAR",41,6517,72,12,3500,744.9,11036.44,195,"Arequipa",0,"SECUNDARIA",72,744.9,0,"Media o menos","No Propia","OTRAS",FALSE,FALSE,FALSE
0,1,"PROPIA",26,4011,51,12,861.67,1906.63,2272.1,196,"Lima",1,"UNIVERSITARIA",51,1906.63,0,"Alta","Propia","Lima",FALSE,FALSE,FALSE
1,0,"FAMILIAR",35,4598,8,11,718.88,346.8,485.12,175,"Lima",0,"SECUNDARIA",8,346.8,485.12,"Media o menos","No Propia","Lima",FALSE,FALSE,FALSE
1,2,"FAMILIAR",44,11965,0,12,3500,0,5791.21,205,"Junin",0,"UNIVERSITARIA",0,0,5791.21,"Alta","No Propia","OTRAS",FALSE,FALSE,FALSE
1,0,"FAMILIAR",45,4660,18,12,1050,845.72,498.22,173,"Loreto",1,"TECNICA",18,845.72,498.22,"Media o menos","No Propia","OTRAS",FALSE,FALSE,FALSE
1,0,"FAMILIAR",22,4539,11,11,1350,1694.03,0,176,"Lima",1,"UNIVERSITARIA",11,1694.03,2924.88,"Alta","No Propia","Lima",FALSE,FALSE,FALSE
1,0,"FAMILIAR",57,6974,80,12,8200,20399.58,2491.9,205,"Lima",0,"UNIVERSITARIA",80,20399.58,2491.9,"Alta","No Propia","Lima",FALSE,FALSE,FALSE
1,0,"PROPIA",55,7400,83,6,14200,121543.4,23745.21,226,"Lima",0,"UNIVERSITARIA",83,121543.4,23745.21,"Alta","Propia","Lima",FALSE,TRUE,TRUE
1,0,"FAMILIAR",23,4356,23,12,1200,10673.5,877.39,178,"Lima",0,"UNIVERSITARIA",23,10673.5,877.39,"Alta","No Propia","Lima",FALSE,FALSE,FALSE
1,0,"PROPIA",45,10108,87,12,30000,32161.05,26901.42,224,"Lima",0,"UNIVERSITARIA",87,32161.05,26901.42,"Alta","Propia","Lima",TRUE,TRUE,TRUE
0,0,"FAMILIAR",42,7582,0,12,6000,27727.67,14935.56,199,"Lima",0,"UNIVERSITARIA",0,27727.67,0,"Alta","No Propia","Lima",FALSE,TRUE,FALSE
1,0,"FAMILIAR",35,4721,72,12,3600,3202.39,143.82,216,"Lima",1,"UNIVERSITARIA",72,3202.39,143.82,"Alta","No Propia","Lima",FALSE,FALSE,FALSE
0,0,"FAMILIAR",35,6000,72,12,2100,27720,2845.09,216,"Callao",4,"UNIVERSITARIA",72,27720,0,"Alta","No Propia","OTRAS",FALSE,TRUE,FALSE
0,2,"FAMILIAR",44,4813,2,12,3476,0,24592.29,205,"Ancash",4,"UNIVERSITARIA",2,0,0,"Alta","No Propia","OTRAS",FALSE,FALSE,FALSE
1,0,"FAMILIAR",37,6821,44,12,1600,20750,4833.46,209,"Callao",0,"UNIVERSITARIA",44,20750,4833.46,"Alta","No Propia","OTRAS",FALSE,FALSE,FALSE
1,0,"FAMILIAR",32,3687,8,12,950,2590,466.99,175,"Lima",0,"TECNICA",8,2590,466.99,"Media o menos","No Propia","Lima",FALSE,FALSE,FALSE
0,0,"PROPIA",33,8678,95,12,4800,17470.75,0,210,"Lima",0,"TECNICA",95,17470.75,0,"Media o menos","Propia","Lima",TRUE,FALSE,FALSE
1,0,"FAMILIAR",31,3840,1,12,1198.8,1450,6814.04,178,"Lima",0,"UNIVERSITARIA",1,1450,6814.04,"Alta","No Propia","Lima",FALSE,FALSE,FALSE
1,0,"FAMILIAR",61,6456,47,12,2100,12280.53,953.89,161,"Lima",0,"SIN EDUCACION",47,12280.53,953.89,"Media o menos","No Propia","Lima",FALSE,FALSE,FALSE
1,0,"FAMILIAR",29,4448,15,12,4000,9878,3819.16,207,"Ancash",0,"UNIVERSITARIA",15,9878,3819.16,"Alta","No Propia","OTRAS",FALSE,FALSE,FALSE
1,1,"FAMILIAR",34,5037,0,12,3533.34,0,3852.28,182,"Piura",0,"TECNICA",0,0,3852.28,"Media o menos","No Propia","OTRAS",FALSE,FALSE,FALSE
0,23,"FAMILIAR",46,5786,65,12,3700,8164.4,778.02,205,"Lima",4,"UNIVERSITARIA",65,8164.4,0,"Alta","No Propia","Lima",FALSE,FALSE,FALSE
0,0,"FAMILIAR",37,4924,28,12,6617.93,17616.78,193.55,194,"Lima",0,"TECNICA",28,17616.78,0,"Media o menos","No Propia","Lima",FALSE,FALSE,FALSE
1,0,"FAMILIAR",31,4356,47,0,2800,13542.7,1676.46,180,"Arequipa",0,"UNIVERSITARIA",47,13542.7,1676.46,"Alta","No Propia","OTRAS",FALSE,FALSE,FALSE
0,2,"PROPIA",33,6365,0,12,2700,0,10316.96,211,"Lima",0,"TECNICA",0,0,0,"Media o menos","Propia","Lima",FALSE,FALSE,FALSE
0,0,"FAMILIAR",48,7492,92,0,4000,11652.79,4929.23,202,"Lima",0,"TECNICA",92,11652.79,0,"Media o menos","No Propia","Lima",TRUE,FALSE,FALSE
1,0,"FAMILIAR",30,4690,19,11,2300,582.75,488.51,199,"Lima",0,"TECNICA",19,582.75,488.51,"Media o menos","No Propia","Lima",FALSE,FALSE,FALSE
1,0,"FAMILIAR",55,4721,17,0,2069,1525,362.05,179,"Callao",2,"TECNICA",17,1525,362.05,"Media o menos","No Propia","OTRAS",FALSE,FALSE,FALSE
0,0,"FAMILIAR",28,4113,6,12,1400,2500,1810.82,185,"Lima",0,"UNIVERSITARIA",6,2500,0,"Alta","No Propia","Lima",FALSE,FALSE,FALSE
0,245,"FAMILIAR",26,4417,57,12,2100,0,2431.56,206,"Lima",4,"UNIVERSITARIA",57,0,0,"Alta","No Propia","Lima",FALSE,FALSE,FALSE
1,0,"ALQUILADA",28,4647,0,12,701.49,0,5390.55,197,"Lima",0,"TECNICA",0,0,5390.55,"Media o menos","No Propia","Lima",FALSE,FALSE,FALSE
0,0,"PROPIA",32,4410,0,12,2117.29,0,16776.77,211,"Ica",0,"TECNICA",0,0,0,"Media o menos","Propia","OTRAS",FALSE,FALSE,FALSE
1,54,"FAMILIAR",43,4264,40,12,2000,1500,4407.07,185,"Ica",2,"TECNICA",40,1500,4407.07,"Media o menos","No Propia","OTRAS",FALSE,FALSE,FALSE
0,0,"FAMILIAR",40,4448,0,12,3000,5830,0,217,"Callao",0,"UNIVERSITARIA",0,5830,0,"Alta","No Propia","OTRAS",FALSE,FALSE,FALSE
1,21,"FAMILIAR",33,4295,23,12,2714.69,1849.3,0,212,"Lima",2,"UNIVERSITARIA",23,1849.3,2924.88,"Alta","No Propia","Lima",FALSE,FALSE,FALSE
1,0,"FAMILIAR",59,14401,104,12,3462.64,2450,23890.3,212,"Lima",4,"UNIVERSITARIA",104,2450,23890.3,"Alta","No Propia","Lima",TRUE,FALSE,TRUE
1,0,"PROPIA",59,4598,0,12,7000,0,0,232,"Callao",0,"UNIVERSITARIA",0,0,2924.88,"Alta","Propia","OTRAS",FALSE,FALSE,FALSE
0,0,"FAMILIAR",32,6456,65,12,3760,6721.43,2605.62,193,"Lima",0,"UNIVERSITARIA",65,6721.43,0,"Alta","No Propia","Lima",FALSE,FALSE,FALSE
1,0,"FAMILIAR",28,3899,7,12,2500,5900,11718.32,189,"Lima",0,"UNIVERSITARIA",7,5900,11718.32,"Alta","No Propia","Lima",FALSE,FALSE,TRUE
1,23,"FAMILIAR",30,6456,24,0,870,1975,0,182,"Lima",1,"UNIVERSITARIA",24,1975,2924.88,"Alta","No Propia","Lima",FALSE,FALSE,FALSE
0,0,"FAMILIAR",37,4874,53,12,8881.34,13200.5,6944.16,216,"Lima",1,"UNIVERSITARIA",53,13200.5,0,"Alta","No Propia","Lima",FALSE,FALSE,FALSE
0,0,"FAMILIAR",28,4083,61,12,5100,121543.4,57094.38,200,"Lima",1,"UNIVERSITARIA",61,121543.4,0,"Alta","No Propia","Lima",FALSE,TRUE,FALSE
1,2,"PROPIA",38,3718,70,12,3555,5240,57094.38,216,"Ica",0,"UNIVERSITARIA",70,5240,57094.38,"Alta","Propia","OTRAS",FALSE,FALSE,TRUE
1,1,"PROPIA",59,3960,9,12,2080,3550,8541.23,218,"Lima",0,"TECNICA",9,3550,8541.23,"Media o menos","Propia","Lima",FALSE,FALSE,FALSE
1,0,"FAMILIAR",52,6456,15,12,2100,0,0,188,"Lima",0,"TECNICA",15,0,2924.88,"Media o menos","No Propia","Lima",FALSE,FALSE,FALSE
1,0,"PROPIA",31,5574,34,12,1441.01,2852.7,0,197,"Lima",1,"UNIVERSITARIA",34,2852.7,2924.88,"Alta","Propia","Lima",FALSE,FALSE,FALSE
1,0,"PROPIA",37,3930,106,12,2000,1780,6241.78,204,"Lima",0,"UNIVERSITARIA",106,1780,6241.78,"Alta","Propia","Lima",TRUE,FALSE,FALSE
1,0,"PROPIA",38,7186,16,12,8000,21704.83,2221.06,221,"Callao",0,"UNIVERSITARIA",16,21704.83,2221.06,"Alta","Propia","OTRAS",FALSE,FALSE,FALSE
1,0,"FAMILIAR",32,3656,17,7,966.89,1680,1668.55,175,"Callao",0,"TECNICA",17,1680,1668.55,"Media o menos","No Propia","OTRAS",FALSE,FALSE,FALSE
1,2,"FAMILIAR",32,4113,54,12,1900,1400,7697.86,180,"Lima",1,"TECNICA",54,1400,7697.86,"Media o menos","No Propia","Lima",FALSE,FALSE,FALSE
0,0,"FAMILIAR",27,4721,11,12,4180,824.02,177.65,219,"Lima",0,"UNIVERSITARIA",11,824.02,0,"Alta","No Propia","Lima",FALSE,FALSE,FALSE
0,0,"FAMILIAR",49,7066,61,0,5271,90291.7,2773.28,185,"Lima",1,"UNIVERSITARIA",61,90291.7,0,"Alta","No Propia","Lima",FALSE,TRUE,FALSE
0,0,"FAMILIAR",49,8466,58,12,4600,1179.74,1120.62,205,"Lima",2,"UNIVERSITARIA",58,1179.74,0,"Alta","No Propia","Lima",FALSE,FALSE,FALSE
0,0,"FAMILIAR",27,6456,8,12,2100,1717.06,432.86,187,"Lima",0,"UNIVERSITARIA",8,1717.06,0,"Alta","No Propia","Lima",FALSE,FALSE,FALSE
1,25,"PROPIA",42,8588,8,12,5800,23523.02,14573.66,216,"Lima",1,"TECNICA",8,23523.02,14573.66,"Media o menos","Propia","Lima",FALSE,FALSE,TRUE
0,0,"FAMILIAR",44,6274,24,12,3050,0,6451.61,205,"Cuzco",0,"UNIVERSITARIA",24,0,0,"Alta","No Propia","OTRAS",FALSE,FALSE,FALSE
1,0,"FAMILIAR",23,4509,0,12,4500,558.74,0,181,"Arequipa",0,"UNIVERSITARIA",0,558.74,2924.88,"Alta","No Propia","OTRAS",FALSE,FALSE,FALSE
1,0,"FAMILIAR",31,3626,7,8,4890,14628.83,4971.55,214,"Lima",0,"UNIVERSITARIA",7,14628.83,4971.55,"Alta","No Propia","Lima",FALSE,FALSE,FALSE
1,4,"FAMILIAR",58,7917,0,12,2000,611.31,0,191,"Lima",1,"TECNICA",0,611.31,2924.88,"Media o menos","No Propia","Lima",FALSE,FALSE,FALSE
1,1,"FAMILIAR",48,4356,47,12,2500,1000,0,214,"Ica",1,"SECUNDARIA",47,1000,2924.88,"Media o menos","No Propia","OTRAS",FALSE,FALSE,FALSE
1,0,"ALQUILADA",38,4463,18,12,1614.91,0,3748.98,178,"Junin",0,"TECNICA",18,0,3748.98,"Media o menos","No Propia","OTRAS",FALSE,FALSE,FALSE
1,9,"FAMILIAR",25,3899,28,6,1800,14950.12,6665.98,162,"Callao",1,"UNIVERSITARIA",28,14950.12,6665.98,"Alta","No Propia","OTRAS",FALSE,FALSE,FALSE
1,9,"FAMILIAR",28,4356,0,12,1200,1094.63,4596.8,175,"Junin",1,"TECNICA",0,1094.63,4596.8,"Media o menos","No Propia","OTRAS",FALSE,FALSE,FALSE
1,0,"PROPIA",60,17293,3,12,4715.77,1902.99,1963.16,219,"Lima",0,"TECNICA",3,1902.99,1963.16,"Media o menos","Propia","Lima",FALSE,FALSE,FALSE
1,0,"FAMILIAR",32,3656,17,7,966.89,1680,1668.55,175,"Callao",0,"TECNICA",17,1680,1668.55,"Media o menos","No Propia","OTRAS",FALSE,FALSE,FALSE
1,1,"PROPIA",38,3981,0,12,896.65,0,2790.36,196,"Lima",0,"SECUNDARIA",0,0,2790.36,"Media o menos","Propia","Lima",FALSE,FALSE,FALSE
1,5,"FAMILIAR",54,10049,107,12,15000,121543.4,9280.66,180,"Lima",3,"UNIVERSITARIA",107,121543.4,9280.66,"Alta","No Propia","Lima",TRUE,TRUE,FALSE
1,0,"FAMILIAR",34,5101,56,12,2687.42,0,1733.78,221,"Lima",0,"UNIVERSITARIA",56,0,1733.78,"Alta","No Propia","Lima",FALSE,FALSE,FALSE
1,0,"FAMILIAR",35,4386,0,12,1169.8,0,0.73,185,"Piura",0,"UNIVERSITARIA",0,0,0.73,"Alta","No Propia","OTRAS",FALSE,FALSE,FALSE
1,0,"PROPIA",39,8050,16,12,1332.54,0,0,204,"Ica",0,"TECNICA",16,0,2924.88,"Media o menos","Propia","OTRAS",FALSE,FALSE,FALSE
0,0,"FAMILIAR",25,4083,0,12,1524.72,3690,5796.72,184,"Lima",0,"SECUNDARIA",0,3690,0,"Media o menos","No Propia","Lima",FALSE,FALSE,FALSE
1,32,"FAMILIAR",31,5329,0,12,2486.19,2452.41,3755.22,192,"Piura",2,"TECNICA",0,2452.41,3755.22,"Media o menos","No Propia","OTRAS",FALSE,FALSE,FALSE
1,1,"FAMILIAR",24,4174,0,12,1200,4637.34,4339.85,157,"Lima",2,"UNIVERSITARIA",0,4637.34,4339.85,"Alta","No Propia","Lima",FALSE,FALSE,FALSE
0,0,"PROPIA",52,3377,25,10,1211.88,2780,11243.52,199,"Ica",0,"TECNICA",25,2780,0,"Media o menos","Propia","OTRAS",FALSE,FALSE,FALSE
1,0,"FAMILIAR",38,5605,80,0,6046,3109.76,1253.19,193,"Lima",2,"UNIVERSITARIA",80,3109.76,1253.19,"Alta","No Propia","Lima",FALSE,FALSE,FALSE
0,0,"PROPIA",47,8374,112,12,5600,40481.2,48628.55,224,"Lima",0,"UNIVERSITARIA",112,40481.2,0,"Alta","Propia","Lima",TRUE,TRUE,FALSE
1,0,"FAMILIAR",48,4356,14,12,700,4200,818.08,180,"Lima",0,"TECNICA",14,4200,818.08,"Media o menos","No Propia","Lima",FALSE,FALSE,FALSE
1,2,"PROPIA",36,3779,0,12,2513.78,0,14134.44,213,"Arequipa",4,"TECNICA",0,0,14134.44,"Media o menos","Propia","OTRAS",FALSE,FALSE,TRUE
1,53,"FAMILIAR",25,3840,18,12,2500,2600,1172.76,194,"Lima",2,"UNIVERSITARIA",18,2600,1172.76,"Alta","No Propia","Lima",FALSE,FALSE,FALSE
1,0,"FAMILIAR",35,3598,0,12,2249.97,0,3617.94,185,"La Libertad",0,"SECUNDARIA",0,0,3617.94,"Media o menos","No Propia","OTRAS",FALSE,FALSE,FALSE
1,25,"PROPIA",31,5939,23,12,788.74,500,480,213,"Callao",2,"SECUNDARIA",23,500,480,"Media o menos","Propia","OTRAS",FALSE,FALSE,FALSE
0,9,"FAMILIAR",42,6456,25,0,8000,10769.97,0,180,"Lima",1,"UNIVERSITARIA",25,10769.97,0,"Alta","No Propia","Lima",FALSE,FALSE,FALSE
1,2,"PROPIA",26,4478,0,12,1537.01,5249.88,5038.09,190,"Lima",0,"TECNICA",0,5249.88,5038.09,"Media o menos","Propia","Lima",FALSE,FALSE,FALSE
1,0,"PROPIA",25,3656,16,12,5000,5300,280.51,213,"La Libertad",1,"UNIVERSITARIA",16,5300,280.51,"Alta","Propia","OTRAS",FALSE,FALSE,FALSE
1,0,"FAMILIAR",24,4629,8,12,1292.67,619.54,725.14,195,"Ucayali",0,"UNIVERSITARIA",8,619.54,725.14,"Alta","No Propia","OTRAS",FALSE,FALSE,FALSE
1,26,"ALQUILADA",35,3430,46,5,8121.78,43099.91,5060.02,195,"Callao",2,"TECNICA",46,43099.91,5060.02,"Media o menos","No Propia","OTRAS",FALSE,TRUE,FALSE
1,0,"FAMILIAR",28,5605,9,12,2100,4269.24,1831.8,205,"Lima",0,"TECNICA",9,4269.24,1831.8,"Media o menos","No Propia","Lima",FALSE,FALSE,FALSE
1,0,"PROPIA",31,3595,6,12,799.77,500,2198.09,213,"Lima",0,"TECNICA",6,500,2198.09,"Media o menos","Propia","Lima",FALSE,FALSE,FALSE
1,46,"FAMILIAR",31,3290,24,7,1050,0,2299.93,175,"Lima",2,"TECNICA",24,0,2299.93,"Media o menos","No Propia","Lima",FALSE,FALSE,FALSE
1,1,"ALQUILADA",32,3656,0,12,1797.29,0,6126.29,176,"Junin",0,"TECNICA",0,0,6126.29,"Media o menos","No Propia","OTRAS",FALSE,FALSE,FALSE
0,1,"FAMILIAR",38,4233,0,12,1097.38,1200,4562.13,179,"Lima",1,"TECNICA",0,1200,0,"Media o menos","No Propia","Lima",FALSE,FALSE,FALSE
0,0,"FAMILIAR",38,4872,0,12,1082.22,15530,119.31,198,"Tacna",0,"TECNICA",0,15530,0,"Media o menos","No Propia","OTRAS",FALSE,FALSE,FALSE
1,0,"FAMILIAR",33,4570,7,12,4000,83.3,413.5,226,"La Libertad",0,"UNIVERSITARIA",7,83.3,413.5,"Alta","No Propia","OTRAS",FALSE,FALSE,FALSE
1,2,"PROPIA",29,4324,0,12,1009.31,0,1238.87,185,"Lima",0,"SECUNDARIA",0,0,1238.87,"Media o menos","Propia","Lima",FALSE,FALSE,FALSE
1,0,"FAMILIAR",42,13761,0,11,1060,0,14890.18,207,"Lima",0,"UNIVERSITARIA",0,0,14890.18,"Alta","No Propia","Lima",FALSE,FALSE,TRUE
0,0,"FAMILIAR",48,6456,90,12,30000,121543.4,10073.78,197,"Lima",0,"SIN EDUCACION",90,121543.4,0,"Media o menos","No Propia","Lima",TRUE,TRUE,FALSE
1,21,"FAMILIAR",42,6456,90,0,3950,20412.1,3789.21,178,"Lima",1,"UNIVERSITARIA",90,20412.1,3789.21,"Alta","No Propia","Lima",TRUE,FALSE,FALSE
1,0,"PROPIA",35,3729,55,12,7054.65,4100,6552.34,214,"Pasco",0,"UNIVERSITARIA",55,4100,6552.34,"Alta","Propia","OTRAS",FALSE,FALSE,FALSE
1,0,"FAMILIAR",29,4233,43,12,2000,2760.03,1124.62,173,"Lima",2,"TECNICA",43,2760.03,1124.62,"Media o menos","No Propia","Lima",FALSE,FALSE,FALSE
0,2,"PROPIA",29,6031,0,12,1800,3805.45,0,199,"La Libertad",2,"TECNICA",0,3805.45,0,"Media o menos","Propia","OTRAS",FALSE,FALSE,FALSE
1,2,"FAMILIAR",58,6640,0,12,2200,3421.99,0,219,"Arequipa",1,"UNIVERSITARIA",0,3421.99,2924.88,"Alta","No Propia","OTRAS",FALSE,FALSE,FALSE
0,0,"FAMILIAR",35,6090,41,12,8570,30800,528.53,195,"Lima",0,"UNIVERSITARIA",41,30800,0,"Alta","No Propia","Lima",FALSE,TRUE,FALSE
1,0,"FAMILIAR",35,4386,0,12,3500,0,135.57,227,"Piura",0,"TECNICA",0,0,135.57,"Media o menos","No Propia","OTRAS",FALSE,FALSE,FALSE
1,0,"FAMILIAR",56,6243,0,12,1900,0,6786.26,197,"Lima",0,"TECNICA",0,0,6786.26,"Media o menos","No Propia","Lima",FALSE,FALSE,FALSE
1,16,"FAMILIAR",58,5087,0,0,9000,5518.2,0,196,"Lima",0,"UNIVERSITARIA",0,5518.2,2924.88,"Alta","No Propia","Lima",FALSE,FALSE,FALSE
0,0,"FAMILIAR",38,5847,0,12,1200,0,0,185,"Lima",0,"UNIVERSITARIA",0,0,0,"Alta","No Propia","Lima",FALSE,FALSE,FALSE
1,0,"FAMILIAR",26,5087,10,0,1200,3325.21,471.81,178,"Lambayeque",1,"UNIVERSITARIA",10,3325.21,471.81,"Alta","No Propia","OTRAS",FALSE,FALSE,FALSE
0,0,"FAMILIAR",56,6701,87,12,5500,12515.02,3785.82,199,"Lima",1,"UNIVERSITARIA",87,12515.02,0,"Alta","No Propia","Lima",TRUE,FALSE,FALSE
1,2,"PROPIA",36,5909,0,12,1300,0,403.57,204,"Lima",0,"UNIVERSITARIA",0,0,403.57,"Alta","Propia","Lima",FALSE,FALSE,FALSE
0,2,"PROPIA",32,4002,0,12,482.96,1915.74,0,207,"Junin",1,"UNIVERSITARIA",0,1915.74,0,"Alta","Propia","OTRAS",FALSE,FALSE,FALSE
1,33,"FAMILIAR",41,4843,20,1,9755,15632.13,5716.51,224,"Lima",2,"UNIVERSITARIA",20,15632.13,5716.51,"Alta","No Propia","Lima",FALSE,FALSE,FALSE
1,24,"FAMILIAR",29,5513,17,12,636.98,1600,334.37,194,"Ica",0,"TECNICA",17,1600,334.37,"Media o menos","No Propia","OTRAS",FALSE,FALSE,FALSE
0,0,"FAMILIAR",35,8708,47,12,3500,10303.18,0,195,"Lima",0,"UNIVERSITARIA",47,10303.18,0,"Alta","No Propia","Lima",FALSE,FALSE,FALSE
1,0,"FAMILIAR",53,5179,6,0,5000,6864.76,4547.19,197,"Lima",1,"UNIVERSITARIA",6,6864.76,4547.19,"Alta","No Propia","Lima",FALSE,FALSE,FALSE
1,3,"FAMILIAR",41,4813,25,12,2750,9540,27789.53,216,"Lima",1,"TECNICA",25,9540,27789.53,"Media o menos","No Propia","Lima",FALSE,FALSE,TRUE
1,25,"FAMILIAR",38,5544,15,12,1200,0,0,175,"Junin",0,"TECNICA",15,0,2924.88,"Media o menos","No Propia","OTRAS",FALSE,FALSE,FALSE
1,0,"PROPIA",53,6578,33,12,11160,7778.01,1649.45,196,"Lima",1,"UNIVERSITARIA",33,7778.01,1649.45,"Alta","Propia","Lima",FALSE,FALSE,FALSE
0,1,"FAMILIAR",53,12300,0,12,815.33,14531,1489.65,212,"Lima",0,"UNIVERSITARIA",0,14531,0,"Alta","No Propia","Lima",FALSE,FALSE,FALSE
1,9,"FAMILIAR",31,3899,9,0,900,500,1623.91,155,"Lima",0,"TECNICA",9,500,1623.91,"Media o menos","No Propia","Lima",FALSE,FALSE,FALSE
1,0,"FAMILIAR",27,5087,0,12,2800,0,0,219,"Lima",0,"UNIVERSITARIA",0,0,2924.88,"Alta","No Propia","Lima",FALSE,FALSE,FALSE
1,2,"FAMILIAR",44,4874,109,12,3555,9964.86,34698.24,209,"Lima",1,"TECNICA",109,9964.86,34698.24,"Media o menos","No Propia","Lima",TRUE,FALSE,TRUE
1,25,"FAMILIAR",27,3960,25,12,700,6780.11,100.46,175,"Lima",1,"TECNICA",25,6780.11,100.46,"Media o menos","No Propia","Lima",FALSE,FALSE,FALSE
1,0,"FAMILIAR",30,4995,27,12,4300,6045.91,739.6,212,"Lima",1,"UNIVERSITARIA",27,6045.91,739.6,"Alta","No Propia","Lima",FALSE,FALSE,FALSE
0,0,"PROPIA",41,3899,96,12,9311.29,36912.8,0,217,"Lima",0,"UNIVERSITARIA",96,36912.8,0,"Alta","Propia","Lima",TRUE,TRUE,FALSE
1,25,"FAMILIAR",30,3656,6,12,1122,700,650.01,188,"Lima",1,"UNIVERSITARIA",6,700,650.01,"Alta","No Propia","Lima",FALSE,FALSE,FALSE
0,0,"FAMILIAR",21,3626,0,12,900,720,602.64,156,"Lima",0,"TECNICA",0,720,0,"Media o menos","No Propia","Lima",FALSE,FALSE,FALSE
1,6,"PROPIA",32,4021,0,9,5500,3581,4393.66,219,"Cajamarca",0,"UNIVERSITARIA",0,3581,4393.66,"Alta","Propia","OTRAS",FALSE,FALSE,FALSE
1,8,"PROPIA",50,10169,90,12,9000,6624.76,0,224,"Ica",1,"UNIVERSITARIA",90,6624.76,2924.88,"Alta","Propia","OTRAS",TRUE,FALSE,FALSE
1,0,"PROPIA",25,4935,16,0,9309.35,3859.9,451.61,188,"Lima",0,"UNIVERSITARIA",16,3859.9,451.61,"Alta","Propia","Lima",FALSE,FALSE,FALSE
1,69,"FAMILIAR",42,4358,28,12,817.47,1760,0,192,"Lima",3,"TECNICA",28,1760,2924.88,"Media o menos","No Propia","Lima",FALSE,FALSE,FALSE
1,0,"FAMILIAR",32,3752,7,10,1040.6,1500,5689.21,175,"Lima",0,"TECNICA",7,1500,5689.21,"Media o menos","No Propia","Lima",FALSE,FALSE,FALSE
1,0,"FAMILIAR",28,3505,0,12,1129.58,704,3280.27,183,"Tumbes",0,"UNIVERSITARIA",0,704,3280.27,"Alta","No Propia","OTRAS",FALSE,FALSE,FALSE
1,0,"FAMILIAR",40,8070,16,12,4920,1840.6,101.83,197,"Arequipa",0,"UNIVERSITARIA",16,1840.6,101.83,"Alta","No Propia","OTRAS",FALSE,FALSE,FALSE
0,1,"FAMILIAR",30,4264,0,12,7185.04,0,4577.83,200,"Huanuco",0,"UNIVERSITARIA",0,0,0,"Alta","No Propia","OTRAS",FALSE,FALSE,FALSE
0,1,"PROPIA",33,4721,0,12,1800,5134.69,0,200,"Lambayeque",0,"UNIVERSITARIA",0,5134.69,0,"Alta","Propia","OTRAS",FALSE,FALSE,FALSE
1,2,"PROPIA",28,4144,0,11,548.65,250,2058.21,194,"Callao",0,"TECNICA",0,250,2058.21,"Media o menos","Propia","OTRAS",FALSE,FALSE,FALSE
1,0,"PROPIA",32,7247,12,6,3500,998.53,701.15,193,"Moquegua",0,"UNIVERSITARIA",12,998.53,701.15,"Alta","Propia","OTRAS",FALSE,FALSE,FALSE
0,0,"PROPIA",46,8861,115,12,12000,100633.5,7700.99,224,"Lima",1,"UNIVERSITARIA",115,100633.5,0,"Alta","Propia","Lima",TRUE,TRUE,FALSE
1,25,"FAMILIAR",22,4995,24,12,3400,685.24,684.43,192,"Ancash",3,"TECNICA",24,685.24,684.43,"Media o menos","No Propia","OTRAS",FALSE,FALSE,FALSE
1,0,"FAMILIAR",32,4721,0,12,2000,9783,0,188,"Lima",2,"UNIVERSITARIA",0,9783,2924.88,"Alta","No Propia","Lima",FALSE,FALSE,FALSE
1,0,"FAMILIAR",61,3779,6,7,9625,33809.05,6244.96,238,"Lima",0,"UNIVERSITARIA",6,33809.05,6244.96,"Alta","No Propia","Lima",FALSE,TRUE,FALSE
1,2,"FAMILIAR",25,4146,0,12,1175,0,5839.92,188,"Arequipa",0,"TECNICA",0,0,5839.92,"Media o menos","No Propia","OTRAS",FALSE,FALSE,FALSE
1,0,"FAMILIAR",31,4442,0,10,595.5,0,1858.48,213,"Piura",1,"TECNICA",0,0,1858.48,"Media o menos","No Propia","OTRAS",FALSE,FALSE,FALSE
1,0,"FAMILIAR",33,6090,17,12,2100,6420,20.43,192,"Lima",0,"TECNICA",17,6420,20.43,"Media o menos","No Propia","Lima",FALSE,FALSE,FALSE
1,0,"FAMILIAR",36,4386,13,12,1600,2817.41,587.48,183,"Lima",2,"UNIVERSITARIA",13,2817.41,587.48,"Alta","No Propia","Lima",FALSE,FALSE,FALSE
